name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,temp_c,temp_f,habit_code,solar_flux,disc_facility,disc_method
KPS-1 b,KPS-1,b,2018,1.71,11.545,462148,287183,346.4,0.2377,1186,2167,0,729,Acton Sky Portal Observatory,Transit
Kapteyn c,Kapteyn,c,2014,121.54,2.54,101677,63183,7,0.4265,,,0,,Multiple Observatories,Radial Velocity
Kepler-10 b,Kepler-10,b,2011,0.84,1.481,59285,36840,4.6,1.4519,1857,3375,0,3741.78,Kepler,Transit
Kepler-10 c,Kepler-10,c,2011,45.29,2.323,92990,57785,7.4,0.5699,311,592,0,18.3,Kepler,Transit
Kepler-100 b,Kepler-100,b,2014,6.89,1.32,52840,32835,7.3,2.5862,882,1620,0,478.21,Kepler,Transit
Kepler-100 c,Kepler-100,c,2014,12.82,2.2,88066,54725,7,,666,1231,0,208.66,Kepler,Transit
Kepler-100 d,Kepler-100,d,2014,35.33,1.61,64449,40049,3,,397,747,0,53.98,Kepler,Transit
Kepler-1000 b,Kepler-1000,b,2016,120.02,4.76,190544,118406,20.3,0.1869,200,392,0,18,Kepler,Transit
Kepler-1001 b,Kepler-1001,b,2016,14.31,3.15,126095,78357,10.1,0.323,420,788,0,40.85,Kepler,Transit
Kepler-1001 c,Kepler-1001,c,2020,9.18,1.578,63168,39253,3.1,0.7895,,,0,,Kepler,Transit
Kepler-1002 b,Kepler-1002,b,2016,4.34,1.71,68452,42536,3.6,0.7114,1180,2156,0,981.68,Kepler,Transit
Kepler-1003 b,Kepler-1003,b,2016,3.55,1.78,71254,44278,3.8,0.6751,884,1623,0,814.92,Kepler,Transit
Kepler-1004 b,Kepler-1004,b,2016,5.29,6.28,251389,156216,32.5,0.1309,1388,2530,0,1610.09,Kepler,Transit
Kepler-1005 b,Kepler-1005,b,2016,6.5,1.5,60045,37313,2.9,0.8457,753,1387,0,301.33,Kepler,Transit
Kepler-1006 b,Kepler-1006,b,2016,19.76,1.54,61646,38308,3,0.8167,518,964,0,153.49,Kepler,Transit
Kepler-1007 b,Kepler-1007,b,2016,5.19,1.44,57643,35820,2.7,0.8911,379,714,0,42.62,Kepler,Transit
Kepler-1008 b,Kepler-1008,b,2016,12.44,1.28,51239,31840,2.2,1.0363,354,669,0,35.41,Kepler,Transit
Kepler-1009 b,Kepler-1009,b,2016,11.35,2.17,86865,53979,5.4,0.5227,130,266,0,11.56,Kepler,Transit
Kepler-101 b,Kepler-101,b,2014,3.49,5.77,230974,143530,51.1,0.2632,1240,2264,0,1240.33,Kepler,Transit
Kepler-101 c,Kepler-101,c,2014,6.03,1.25,50038,31094,3.8,1.9056,1140,2084,0,596.07,Kepler,Transit
Kepler-1010 b,Kepler-1010,b,2016,34.27,2.32,92870,57710,6,0.4791,204,399,0,10.17,Kepler,Transit
Kepler-1011 b,Kepler-1011,b,2016,5.75,2.87,114887,71392,8.6,0.363,647,1197,0,108.79,Kepler,Transit
Kepler-1012 b,Kepler-1012,b,2016,5.51,1.29,51639,32089,2.2,1.0272,661,1222,0,191.81,Kepler,Transit
Kepler-1013 b,Kepler-1013,b,2016,18.93,2.15,86065,53482,5.3,0.5281,493,919,0,16.1,Kepler,Transit
Kepler-1014 b,Kepler-1014,b,2016,16.57,2.39,95672,59452,6.3,0.461,341,646,0,33.48,Kepler,Transit
Kepler-1015 b,Kepler-1015,b,2016,16,3.55,142107,88307,12.3,0.274,767,1413,0,172.11,Kepler,Transit
Kepler-1016 b,Kepler-1016,b,2016,1.95,2.18,87266,54228,5.4,0.5191,1267,2313,0,1445.2,Kepler,Transit
Kepler-1016 c,Kepler-1016,c,2016,105.66,3.68,147311,91540,13.1,0.2613,134,273,0,7.07,Kepler,Transit
Kepler-1017 b,Kepler-1017,b,2016,7.23,1.99,79660,49502,4.6,0.5844,558,1036,0,119.6,Kepler,Transit
Kepler-1018 b,Kepler-1018,b,2016,49.1,2.58,103278,64178,7.2,0.4174,225,437,0,12.1,Kepler,Transit
Kepler-1019 b,Kepler-1019,b,2016,1.41,1.46,58444,36318,2.7,0.8748,891,1636,0,330.25,Kepler,Transit
Kepler-102 b,Kepler-102,b,2014,5.29,0.47,18814,11691,4.3,,519,966,0,90.33,Kepler,Transit
Kepler-102 c,Kepler-102,c,2014,7.07,0.58,23218,14428,3,,446,835,0,61.32,Kepler,Transit
Kepler-102 d,Kepler-102,d,2014,10.31,1.18,47236,29353,3.8,2.4083,361,682,0,37.04,Kepler,Transit
Kepler-102 e,Kepler-102,e,2013,16.15,2.22,88867,55223,8.9,0.8494,273,523,0,20.39,Kepler,Transit
Kepler-102 f,Kepler-102,f,2014,27.45,0.88,35227,21890,5.2,,184,363,0,10.05,Kepler,Transit
Kepler-1020 b,Kepler-1020,b,2016,96.92,2.28,91269,56715,5.8,0.49,52,126,0,2.34,Kepler,Transit
Kepler-1021 b,Kepler-1021,b,2016,13.47,2.33,93270,57959,6,0.4755,361,682,0,50.37,Kepler,Transit
Kepler-1022 b,Kepler-1022,b,2016,10.99,2.36,94471,58705,6.2,0.4682,239,462,0,19.26,Kepler,Transit
Kepler-1023 b,Kepler-1023,b,2016,62.14,2.63,105279,65422,7.4,0.4065,251,484,0,6.98,Kepler,Transit
Kepler-1024 b,Kepler-1024,b,2016,66.42,3.91,156518,97262,14.5,0.2414,103,217,0,5.45,Kepler,Transit
Kepler-1025 b,Kepler-1025,b,2016,37.32,1.98,79260,49253,4.6,0.588,1381,2518,0,17.95,Kepler,Transit
Kepler-1026 b,Kepler-1026,b,2016,36.52,2.21,88467,54974,5.5,0.51,152,306,0,5.99,Kepler,Transit
Kepler-1027 b,Kepler-1027,b,2016,1.91,0.89,35627,22139,0.6,0.9056,995,1823,0,1162.51,Kepler,Transit
Kepler-1028 b,Kepler-1028,b,2016,2.51,1.33,53240,33084,2.3,0.9873,944,1731,0,519.64,Kepler,Transit
Kepler-1029 b,Kepler-1029,b,2016,4.42,1.26,50438,31343,2.1,1.0617,517,963,0,92.16,Kepler,Transit
Kepler-103 b,Kepler-103,b,2014,15.97,3.37,134902,83829,9.7,0.2505,599,1110,0,150.54,Kepler,Transit
Kepler-103 c,Kepler-103,c,2014,179.61,5.14,205755,127858,36.1,0.2668,116,241,0,5.97,Kepler,Transit
Kepler-1030 b,Kepler-1030,b,2016,19.33,2.48,99275,61690,6.7,0.4392,256,493,0,16.88,Kepler,Transit
Kepler-1031 b,Kepler-1031,b,2016,1.23,0.87,34826,21641,0.6,0.8929,1751,3184,0,3973.86,Kepler,Transit
Kepler-1032 b,Kepler-1032,b,2016,3.29,1.87,74856,46516,4.2,0.6352,529,984,0,176.14,Kepler,Transit
Kepler-1033 b,Kepler-1033,b,2016,7.56,2.51,100476,62437,6.8,0.4319,641,1186,0,159.42,Kepler,Transit
Kepler-1034 b,Kepler-1034,b,2016,12.12,2.26,90468,56218,5.7,0.4955,402,756,0,36.79,Kepler,Transit
Kepler-1035 b,Kepler-1035,b,2016,2.71,1.17,46835,29104,1.7,1.0653,1028,1882,0,1180.06,Kepler,Transit
Kepler-1036 b,Kepler-1036,b,2016,122.88,3.01,120491,74874,9.3,0.3412,53,127,0,2.82,Kepler,Transit
Kepler-1037 b,Kepler-1037,b,2016,1.06,1.28,51239,31840,2.2,1.0363,1377,2511,0,1015.43,Kepler,Transit
Kepler-1038 b,Kepler-1038,b,2016,148.46,3.53,141307,87809,12.2,0.2759,12,54,0,1.51,Kepler,Transit
Kepler-1039 b,Kepler-1039,b,2016,0.93,1.46,58444,36318,2.7,0.8748,1807,3285,0,668.13,Kepler,Transit
Kepler-104 b,Kepler-104,b,2014,11.43,3.1,124094,77113,19.6,0.657,579,1074,0,119.91,Kepler,Transit
Kepler-104 c,Kepler-104,c,2014,23.67,3.13,125294,77859,10,0.323,395,743,0,45.44,Kepler,Transit
Kepler-104 d,Kepler-104,d,2014,51.76,3.58,143308,89053,12.5,0.2722,242,468,0,16.01,Kepler,Transit
Kepler-1040 b,Kepler-1040,b,2016,201.12,2.08,83263,51740,5,0.5517,27,81,0,2.12,Kepler,Transit
Kepler-1041 b,Kepler-1041,b,2016,24.76,2.94,117689,73133,9,0.3521,371,700,0,117.96,Kepler,Transit
Kepler-1042 b,Kepler-1042,b,2016,10.13,2.19,87666,54477,5.4,0.5154,301,574,0,25.66,Kepler,Transit
Kepler-1043 b,Kepler-1043,b,2016,38.51,2.55,102077,63432,7,0.4229,259,498,0,21.69,Kepler,Transit
Kepler-1044 b,Kepler-1044,b,2016,6.77,2.67,106881,66417,7.6,0.3993,785,1445,0,218.5,Kepler,Transit
Kepler-1045 b,Kepler-1045,b,2016,26.41,2.69,107681,66914,7.7,0.3938,239,462,0,19.13,Kepler,Transit
Kepler-1046 b,Kepler-1046,b,2016,14.38,1.71,68452,42536,3.6,0.7114,513,955,0,90.16,Kepler,Transit
Kepler-1047 b,Kepler-1047,b,2016,56.19,2.09,83663,51989,5,0.5481,230,446,0,28.85,Kepler,Transit
Kepler-1047 c,Kepler-1047,c,2016,3.19,0.99,39630,24626,0.9,0.9637,1036,1897,0,1323.07,Kepler,Transit
Kepler-1048 b,Kepler-1048,b,2016,6.92,1.61,64449,40049,3.2,0.7695,346,655,0,96.98,Kepler,Transit
Kepler-1049 b,Kepler-1049,b,2016,3.27,0.95,38029,23631,0.8,0.9401,352,666,0,50.43,Kepler,Transit
Kepler-105 b,Kepler-105,b,2013,5.41,4.81,192545,119649,5.1,0.0457,1145,2093,0,341.81,Kepler,Transit
Kepler-105 c,Kepler-105,c,2014,7.13,1.31,52440,32586,4.6,2.0327,724,1335,0,161,Kepler,Transit
Kepler-1050 b,Kepler-1050,b,2016,15.38,1.6,64048,39800,3.2,0.7768,766,1411,0,62.02,Kepler,Transit
Kepler-1050 c,Kepler-1050,c,2016,21.13,1.48,59245,36815,2.8,0.8584,662,1224,0,40.64,Kepler,Transit
Kepler-1051 b,Kepler-1051,b,2016,25.96,3.4,136103,84575,11.5,0.2922,577,1071,0,87.46,Kepler,Transit
Kepler-1052 b,Kepler-1052,b,2016,34.85,2.93,117288,72884,8.9,0.3539,249,480,0,20.98,Kepler,Transit
Kepler-1053 b,Kepler-1053,b,2016,2.41,0.98,39230,24378,0.9,0.9583,680,1256,0,139.82,Kepler,Transit
Kepler-1054 b,Kepler-1054,b,2016,4.31,2.63,105279,65422,7.4,0.4065,904,1659,0,760.52,Kepler,Transit
Kepler-1055 b,Kepler-1055,b,2016,2.3,1.23,49237,30596,2,1.0926,1031,1888,0,647.26,Kepler,Transit
Kepler-1056 b,Kepler-1056,b,2016,27.5,3.01,120491,74874,9.3,0.3412,317,603,0,56.91,Kepler,Transit
Kepler-1057 b,Kepler-1057,b,2016,14.09,3.36,134501,83580,11.2,0.294,451,844,0,69.21,Kepler,Transit
Kepler-1058 b,Kepler-1058,b,2016,110.97,2.72,108882,67660,7.8,0.3884,-34,-29,0,0.77,Kepler,Transit
Kepler-1059 b,Kepler-1059,b,2016,3.76,1.73,69252,43034,3.6,0.7005,635,1175,0,174.07,Kepler,Transit
Kepler-106 b,Kepler-106,b,2014,6.16,0.82,32825,20398,5.3,,748,1378,0,277.22,Kepler,Transit
Kepler-106 c,Kepler-106,c,2014,13.57,2.5,100075,62188,10.4,0.5953,512,954,0,96.91,Kepler,Transit
Kepler-106 d,Kepler-106,d,2014,23.98,0.95,38029,23631,8.1,,376,709,0,45.36,Kepler,Transit
Kepler-106 e,Kepler-106,e,2014,43.84,2.56,102477,63680,11.2,0.5626,258,496,0,20.29,Kepler,Transit
Kepler-1060 b,Kepler-1060,b,2016,46.88,2.38,95272,59203,6.3,0.4628,211,412,0,17.42,Kepler,Transit
Kepler-1061 b,Kepler-1061,b,2016,2.76,1.98,79260,49253,4.6,0.588,1059,1938,0,788.5,Kepler,Transit
Kepler-1062 b,Kepler-1062,b,2016,9.3,1.76,70453,43780,3.8,0.686,310,590,0,33.76,Kepler,Transit
Kepler-1063 b,Kepler-1063,b,2016,14.08,1.49,59645,37064,2.8,0.853,658,1216,0,54.93,Kepler,Transit
Kepler-1064 b,Kepler-1064,b,2016,16.54,1.55,62047,38556,3,0.8094,297,567,0,24.87,Kepler,Transit
Kepler-1065 b,Kepler-1065,b,2016,3.61,3.73,149313,92784,13.4,0.2577,819,1506,0,419.91,Kepler,Transit
Kepler-1065 c,Kepler-1065,c,2016,2.37,1.6,64048,39800,3.2,0.7768,983,1801,0,734.62,Kepler,Transit
Kepler-1066 b,Kepler-1066,b,2016,1.93,2.36,94471,58705,6.2,0.4682,1017,1863,0,710.02,Kepler,Transit
Kepler-1067 b,Kepler-1067,b,2016,0.76,0.8,32024,19900,0.4,0.8512,1599,2910,0,2761.76,Kepler,Transit
Kepler-1068 b,Kepler-1068,b,2016,16.92,3.63,145310,90297,12.8,0.2668,429,804,0,55.93,Kepler,Transit
Kepler-1069 b,Kepler-1069,b,2016,23.9,1.6,64048,39800,3.2,0.7768,550,1022,0,78.17,Kepler,Transit
Kepler-107 b,Kepler-107,b,2014,3.18,1.536,61486,38208,3.5,0.9619,1320,2408,0,1175.38,Kepler,Transit
Kepler-107 c,Kepler-107,c,2014,4.9,1.597,63928,39726,9.4,2.2958,1106,2023,0,659.65,Kepler,Transit
Kepler-107 d,Kepler-107,d,2014,7.96,0.86,34426,21393,3.8,6.0073,900,1652,0,346.11,Kepler,Transit
Kepler-107 e,Kepler-107,e,2014,14.75,2.903,116208,72213,8.6,0.363,682,1260,0,151.94,Kepler,Transit
Kepler-1070 b,Kepler-1070,b,2016,6.22,1.73,69252,43034,3.6,0.7005,828,1522,0,380.13,Kepler,Transit
Kepler-1071 b,Kepler-1071,b,2016,6.18,2.38,95272,59203,6.3,0.4628,541,1006,0,45.12,Kepler,Transit
Kepler-1072 b,Kepler-1072,b,2016,1.57,1.58,63248,39303,3.1,0.7895,1576,2869,0,2944,Kepler,Transit
Kepler-1073 b,Kepler-1073,b,2016,8.68,2.3,92069,57213,5.9,0.4828,632,1170,0,128.55,Kepler,Transit
Kepler-1073 c,Kepler-1073,c,2016,4.03,1.64,65649,40795,3.3,0.7532,896,1645,0,357.08,Kepler,Transit
Kepler-1074 b,Kepler-1074,b,2016,5.95,1.25,50038,31094,2.1,1.0726,295,563,0,27.57,Kepler,Transit
Kepler-1075 b,Kepler-1075,b,2016,1.52,1.42,56843,35323,2.6,0.9056,545,1013,0,143.97,Kepler,Transit
Kepler-1076 b,Kepler-1076,b,2016,6.15,0.8,32024,19900,0.4,0.8512,497,927,0,83.18,Kepler,Transit
Kepler-1077 b,Kepler-1077,b,2016,34.35,2.77,110884,68904,8.1,0.3793,303,577,0,26.93,Kepler,Transit
Kepler-1078 b,Kepler-1078,b,2016,3.01,1.9,76057,47263,4.3,0.6207,849,1560,0,373.99,Kepler,Transit
Kepler-1079 b,Kepler-1079,b,2016,13.25,1.63,65249,40546,3.3,0.7568,614,1137,0,195.35,Kepler,Transit
Kepler-108 b,Kepler-108,b,2014,49.18,8.65,346261,215170,56,0.0862,396,745,0,47.4,Kepler,Transit
Kepler-108 c,Kepler-108,c,2014,190.32,8.18,327447,203479,50.9,0.0927,153,307,0,7.8,Kepler,Transit
Kepler-1080 b,Kepler-1080,b,2016,77.25,3.28,131299,81590,10.8,0.3049,275,527,0,55.45,Kepler,Transit
Kepler-1081 b,Kepler-1081,b,2016,3.86,1.01,40430,25124,1,0.9782,699,1290,0,225.22,Kepler,Transit
Kepler-1082 b,Kepler-1082,b,2016,1.54,1.12,44834,27860,1.5,1.0363,1554,2829,0,2949.56,Kepler,Transit
Kepler-1083 b,Kepler-1083,b,2016,33.42,3.36,134501,83580,11.2,0.294,175,347,0,10.15,Kepler,Transit
Kepler-1084 b,Kepler-1084,b,2016,2.05,1.11,44433,27611,1.4,1.029,1464,2667,0,1766.59,Kepler,Transit
Kepler-1085 b,Kepler-1085,b,2016,219.32,7.22,289018,179598,41.2,0.1093,40,104,0,2.06,Kepler,Transit
Kepler-1085 c,Kepler-1085,c,2020,56.78,3.268,130819,81292,10.7,0.3049,,,0,,Kepler,Transit
Kepler-1086 b,Kepler-1086,b,2016,18.78,2.44,97674,60695,6.5,0.4483,160,320,0,9.16,Kepler,Transit
Kepler-1086 c,Kepler-1086,c,2016,161.52,2.94,117689,73133,9,0.3521,-62,-80,0,0.52,Kepler,Transit
Kepler-1087 b,Kepler-1087,b,2016,0.69,0.61,24418,15174,0.2,0.7241,1888,3430,0,3496.49,Kepler,Transit
Kepler-1088 b,Kepler-1088,b,2016,23.13,1.42,56843,35323,2.6,0.9056,394,741,0,44.89,Kepler,Transit
Kepler-1089 b,Kepler-1089,b,2016,5.13,1.83,73255,45521,4,0.6534,311,592,0,26.27,Kepler,Transit
Kepler-109 b,Kepler-109,b,2014,6.48,2.37,94872,58954,7.3,,872,1602,0,432.33,Kepler,Transit
Kepler-109 c,Kepler-109,c,2014,21.22,2.52,100876,62685,21.8,,498,928,0,88.92,Kepler,Transit
Kepler-1090 b,Kepler-1090,b,2016,198.68,2.25,90068,55969,5.7,0.4973,24,75,2,1.82,Kepler,Transit
Kepler-1091 b,Kepler-1091,b,2016,1.43,1.46,58444,36318,2.7,0.8748,1391,2536,0,1740.86,Kepler,Transit
Kepler-1092 b,Kepler-1092,b,2016,58.6,2.07,82862,51492,4.9,0.5554,235,455,0,17.02,Kepler,Transit
Kepler-1093 b,Kepler-1093,b,2016,25.08,1.95,78059,48507,4.5,0.6007,503,937,0,85.76,Kepler,Transit
Kepler-1093 c,Kepler-1093,c,2016,89.72,1.96,78459,48755,4.5,0.5953,235,455,0,15.69,Kepler,Transit
Kepler-1094 b,Kepler-1094,b,2016,78.1,3.18,127296,79103,10.2,0.3158,207,405,0,10.34,Kepler,Transit
Kepler-1095 b,Kepler-1095,b,2016,4.27,1.21,48437,30099,1.9,1.0817,835,1535,0,356.54,Kepler,Transit
Kepler-1096 b,Kepler-1096,b,2016,2.89,1.24,49637,30845,2.1,1.0835,521,970,0,124.87,Kepler,Transit
Kepler-1097 b,Kepler-1097,b,2016,187.75,3.26,130498,81093,10.7,0.3085,-6,21,0,1.3,Kepler,Transit
Kepler-1098 b,Kepler-1098,b,2016,2.54,1.3,52039,32338,2.2,1.0163,1046,1915,0,995.67,Kepler,Transit
Kepler-1099 b,Kepler-1099,b,2016,2.17,2.83,113285,70397,8.4,0.3702,1285,2345,0,766.34,Kepler,Transit
Kepler-11 b,Kepler-11,b,2010,10.3,1.8,72054,44775,1.9,0.3122,576,1069,0,146.36,Kepler,Transit
Kepler-11 c,Kepler-11,c,2010,13.02,2.87,114887,71392,2.9,0.1198,513,955,0,107.22,Kepler,Transit
Kepler-11 d,Kepler-11,d,2010,22.68,3.12,124894,77610,7.3,0.2323,380,716,0,51.12,Kepler,Transit
Kepler-11 e,Kepler-11,e,2010,32,4.19,167726,104227,8,0.1053,309,588,0,32.34,Kepler,Transit
Kepler-11 f,Kepler-11,f,2010,46.69,2.49,99675,61939,2,0.1252,240,464,0,19.53,Kepler,Transit
Kepler-11 g,Kepler-11,g,2010,118.38,3.33,133300,82834,25,0.726,103,217,0,5.65,Kepler,Transit
Kepler-110 b,Kepler-110,b,2014,12.69,1.83,73255,45521,4,0.6534,735,1355,0,153.88,Kepler,Transit
Kepler-110 c,Kepler-110,c,2014,31.72,2.21,88467,54974,5.5,0.51,470,878,0,45.34,Kepler,Transit
Kepler-1100 b,Kepler-1100,b,2016,6.42,1.75,70053,43531,3.7,0.6897,727,1341,0,238.51,Kepler,Transit
Kepler-1101 b,Kepler-1101,b,2016,81.32,2.47,98875,61442,6.7,0.441,120,248,0,3.58,Kepler,Transit
Kepler-1102 b,Kepler-1102,b,2016,51.33,2.66,106480,66168,7.6,0.4011,273,523,0,22.98,Kepler,Transit
Kepler-1103 b,Kepler-1103,b,2016,19.79,2.27,90868,56467,5.8,0.4918,463,865,0,160.28,Kepler,Transit
Kepler-1104 b,Kepler-1104,b,2016,5.04,1.23,49237,30596,2,1.0926,1048,1918,0,813.52,Kepler,Transit
Kepler-1105 b,Kepler-1105,b,2016,4.42,2.01,80461,49999,4.7,0.5771,456,853,0,47.18,Kepler,Transit
Kepler-1106 b,Kepler-1106,b,2016,1.25,1.65,66050,41044,3.4,0.7459,1926,3499,0,2399.97,Kepler,Transit
Kepler-1107 b,Kepler-1107,b,2016,0.57,1.34,53640,33333,2.4,0.9782,1624,2955,0,2387.26,Kepler,Transit
Kepler-1108 b,Kepler-1108,b,2016,4.51,1.46,58444,36318,2.7,0.8748,790,1454,0,206.41,Kepler,Transit
Kepler-1109 b,Kepler-1109,b,2016,37.65,2.19,87666,54477,5.4,0.5154,514,957,0,11.38,Kepler,Transit
Kepler-111 b,Kepler-111,b,2014,3.34,1.58,63248,39303,3.1,0.7895,1083,1981,0,677.5,Kepler,Transit
Kepler-111 c,Kepler-111,c,2014,224.78,7.3,292220,181588,42,0.1076,60,140,0,2.48,Kepler,Transit
Kepler-1110 b,Kepler-1110,b,2016,9.69,2.66,106480,66168,7.6,0.4011,336,637,0,43.14,Kepler,Transit
Kepler-1111 b,Kepler-1111,b,2016,8.8,2,80060,49750,4.7,0.5808,665,1229,0,118.52,Kepler,Transit
Kepler-1112 b,Kepler-1112,b,2016,14.36,3.02,120891,75123,9.4,0.3394,645,1193,0,254.96,Kepler,Transit
Kepler-1113 b,Kepler-1113,b,2016,42.3,2.81,112485,69899,8.3,0.3739,285,545,0,22.85,Kepler,Transit
Kepler-1114 b,Kepler-1114,b,2016,14.97,1.35,54041,33581,2.4,0.9691,358,676,0,39.32,Kepler,Transit
Kepler-1115 b,Kepler-1115,b,2016,23.55,1.7,68051,42288,3.5,0.7169,1108,2026,0,516.1,Kepler,Transit
Kepler-1116 b,Kepler-1116,b,2016,41.7,2.54,101677,63183,7,0.4247,215,419,0,15.79,Kepler,Transit
Kepler-1117 b,Kepler-1117,b,2016,4.79,1.11,44433,27611,1.4,1.029,665,1229,0,194.98,Kepler,Transit
Kepler-1118 b,Kepler-1118,b,2016,38.67,2.74,109683,68158,8,0.3848,229,444,0,20.01,Kepler,Transit
Kepler-1119 b,Kepler-1119,b,2016,8.33,1.92,76858,47760,4.4,0.6134,665,1229,0,182.69,Kepler,Transit
Kepler-112 b,Kepler-112,b,2014,8.41,2.36,94471,58705,6.2,0.4682,536,997,0,123.82,Kepler,Transit
Kepler-112 c,Kepler-112,c,2014,28.57,2.4,96072,59700,6.4,0.4574,265,509,0,24.25,Kepler,Transit
Kepler-1120 b,Kepler-1120,b,2016,2.95,1.38,55242,34328,2.5,0.9419,754,1389,0,206.87,Kepler,Transit
Kepler-1121 b,Kepler-1121,b,2016,13.15,1.91,76458,47511,4.3,0.6171,735,1355,0,205.27,Kepler,Transit
Kepler-1122 b,Kepler-1122,b,2016,42.19,2.04,81662,50745,4.8,0.5662,253,487,0,23.26,Kepler,Transit
Kepler-1123 b,Kepler-1123,b,2016,4.34,1.67,66850,41541,3.4,0.735,788,1450,0,190.02,Kepler,Transit
Kepler-1124 b,Kepler-1124,b,2016,2.85,1.28,51239,31840,2.2,1.0363,348,658,0,50.78,Kepler,Transit
Kepler-1125 b,Kepler-1125,b,2016,17.67,1.84,73656,45770,4,0.6461,505,941,0,41.04,Kepler,Transit
Kepler-1126 b,Kepler-1126,b,2016,108.59,1.73,69252,43034,3.6,0.7005,101,214,0,4.55,Kepler,Transit
Kepler-1127 b,Kepler-1127,b,2016,5.12,1.96,78459,48755,4.5,0.5953,721,1330,0,160.76,Kepler,Transit
Kepler-1128 b,Kepler-1128,b,2016,61.62,3.65,146110,90794,12.9,0.265,151,304,0,6.45,Kepler,Transit
Kepler-1129 b,Kepler-1129,b,2016,24.34,2.96,118489,73630,9.1,0.3485,464,867,0,32.27,Kepler,Transit
Kepler-1129 c,Kepler-1129,c,2016,76.54,2.73,109282,67909,7.9,0.3866,230,446,0,7.01,Kepler,Transit
Kepler-113 b,Kepler-113,b,2014,4.75,1.82,72855,45273,11.7,1.9474,502,936,0,105.33,Kepler,Transit
Kepler-113 c,Kepler-113,c,2014,8.93,2.18,87266,54228,8.7,,355,671,0,45.6,Kepler,Transit
Kepler-1130 b,Kepler-1130,b,2016,5.45,0.8,32024,19900,0.4,0.8512,631,1168,0,162.65,Kepler,Transit
Kepler-1131 b,Kepler-1131,b,2016,3.53,1.59,63648,39551,3.2,0.7822,886,1627,0,453.14,Kepler,Transit
Kepler-1132 b,Kepler-1132,b,2016,62.89,2.35,94071,58457,6.1,0.4701,111,232,0,4.55,Kepler,Transit
Kepler-1133 b,Kepler-1133,b,2016,11.56,1.97,78859,49004,4.5,0.5917,430,806,0,55.76,Kepler,Transit
Kepler-1134 b,Kepler-1134,b,2016,17.13,2.64,105680,65670,7.5,0.4047,338,640,0,29.86,Kepler,Transit
Kepler-1135 b,Kepler-1135,b,2016,76.96,1.85,74056,46019,4.1,0.6425,178,352,0,25.76,Kepler,Transit
Kepler-1136 b,Kepler-1136,b,2016,2.36,1.64,65649,40795,3.3,0.7532,649,1200,0,150.06,Kepler,Transit
Kepler-1137 b,Kepler-1137,b,2016,23.92,2.2,88066,54725,5.5,0.5136,747,1377,0,197.85,Kepler,Transit
Kepler-1138 b,Kepler-1138,b,2016,3.17,1.7,68051,42288,3.5,0.7169,807,1485,0,245.9,Kepler,Transit
Kepler-1139 b,Kepler-1139,b,2016,0.81,1.19,47636,29601,1.8,1.0708,1420,2588,0,1717.28,Kepler,Transit
Kepler-114 b,Kepler-114,b,2014,5.19,1.26,50438,31343,6.8,3.3938,313,595,0,92.53,Kepler,Transit
Kepler-114 c,Kepler-114,c,2013,8.04,1.6,64048,39800,2.8,0.6824,234,453,0,51.62,Kepler,Transit
Kepler-114 d,Kepler-114,d,2013,11.78,2.53,101276,62934,3.9,0.2396,173,343,0,31.02,Kepler,Transit
Kepler-1140 b,Kepler-1140,b,2016,24.09,2.77,110884,68904,8.1,0.3793,227,441,0,13.05,Kepler,Transit
Kepler-1141 b,Kepler-1141,b,2016,2.34,0.82,32825,20398,0.5,0.8621,1198,2188,0,1146.95,Kepler,Transit
Kepler-1142 b,Kepler-1142,b,2016,18.3,1.47,58844,36566,2.8,0.8657,629,1164,0,147.82,Kepler,Transit
Kepler-1143 b,Kepler-1143,b,2016,2.89,1.67,66850,41541,3.4,0.735,703,1297,0,173.06,Kepler,Transit
Kepler-1143 c,Kepler-1143,c,2016,210.63,3.6,144109,89550,12.6,0.2686,-39,-38,0,0.57,Kepler,Transit
Kepler-1144 b,Kepler-1144,b,2016,17.15,1.99,79660,49502,4.6,0.5844,538,1000,0,62.06,Kepler,Transit
Kepler-1145 b,Kepler-1145,b,2016,3.97,1.4,56042,34825,2.5,0.9238,685,1265,0,198.43,Kepler,Transit
Kepler-1146 b,Kepler-1146,b,2016,2.35,1.23,49237,30596,2,1.0926,746,1375,0,227.96,Kepler,Transit
Kepler-1147 b,Kepler-1147,b,2016,10.63,2.61,104479,64924,7.3,0.4102,599,1110,0,206.56,Kepler,Transit
Kepler-1148 b,Kepler-1148,b,2016,1.1,1.69,67651,42039,3.5,0.7223,1124,2055,0,815.41,Kepler,Transit
Kepler-1149 b,Kepler-1149,b,2016,3.73,1.44,57643,35820,2.7,0.8911,855,1571,0,653.83,Kepler,Transit
Kepler-115 b,Kepler-115,b,2014,2.4,1.09,43633,27114,1.3,1.0163,1216,2221,0,1215.76,Kepler,Transit
Kepler-115 c,Kepler-115,c,2014,8.99,2.6,104078,64675,7.3,0.412,687,1269,0,209.1,Kepler,Transit
Kepler-1150 b,Kepler-1150,b,2016,2.79,1.02,40831,25373,1,0.9782,1159,2118,0,153.74,Kepler,Transit
Kepler-1151 b,Kepler-1151,b,2016,65.65,2.22,88867,55223,5.6,0.5064,212,414,0,4.86,Kepler,Transit
