name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,habzone,temp_c,temp_f,temp_class,type,disc_facility,disc_method,star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
K2-199 b,K2-199,b,2018,3.23,1.87,"74,856","46,516",4.2,0.6352,,0.0,0.0,588.0,1090.0,Hot,Superterran,K2,Transit,K2-199,,4648,0.68,0.73,-0.721,4.64,,2.92839,53.29171,330.2976,107.518,1,2,0
K2-199 c,K2-199,c,2018,7.37,2.78,"111,284","69,153",8.2,0.3775,,0.0,0.0,380.0,716.0,Hot,Neptunian,K2,Transit,K2-199,,4648,0.68,0.73,-0.721,4.64,,2.92839,53.29171,330.2976,107.518,1,2,0
K2-200 b,K2-200,b,2018,2.85,1.364,"54,601","33,930",2.4,0.9546,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-200,,5233,0.79,0.86,-0.429,4.71,,2.23187,56.98901,320.3038,184.131,1,1,0
K2-201 b,K2-201,b,2018,1.06,1.4,"56,042","34,825",2.5,0.9238,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-201,,5507,0.88,0.96,-0.194,4.68,,,-19.33565,16.19365,197.932,1,2,0
K2-201 c,K2-201,c,2018,22.78,3.286,"131,539","81,740",10.8,0.3031,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-201,,5507,0.88,0.96,-0.194,4.68,,,-19.33565,16.19365,197.932,1,2,0
K2-202 b,K2-202,b,2018,3.41,2.302,"92,149","57,263",5.9,0.4828,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-202,,5491,0.91,0.97,-0.167,4.55,,,-10.34801,12.94347,300.397,1,1,0
K2-203 b,K2-203,b,2018,9.7,1.371,"54,881","34,104",2.4,0.9492,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-203,,5000,0.76,0.79,-0.484,4.43,,,-64.0675,122.7359,166.147,1,1,0
K2-204 b,K2-204,b,2018,7.06,3.046,"121,932","75,770",9.5,0.3358,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-204,,5755,1.18,1.01,0.138,4.23,,,-63.03701,132.9476,577.235,1,1,0
K2-205 b,K2-205,b,2018,26.67,1.996,"79,900","49,651",4.6,0.5826,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-205,,5890,1.08,0.95,0.101,4.25,,,-62.35255,128.0186,405.301,1,1,0
K2-206 b,K2-206,b,2018,18.29,2.795,"111,884","69,526",8.2,0.3757,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-206,,5043,0.76,0.79,-0.475,4.46,,,-62.23561,119.489,244.443,1,1,0
K2-207 b,K2-207,b,2018,12.49,2.606,"104,319","64,825",7.3,0.412,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-207,,5522,0.93,0.94,-0.141,4.41,,,-62.20853,120.444,363.064,1,1,0
K2-208 b,K2-208,b,2018,4.19,1.679,"67,211","41,765",3.5,0.7296,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-208,,5582,0.86,0.93,-0.186,4.62,,,-60.96429,139.4219,256.887,1,1,0
K2-209 b,K2-209,b,2018,2.08,0.869,"34,786","21,616",0.6,0.8929,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-209,,4720,0.71,0.74,-0.644,4.46,,,-61.43346,126.7625,76.4986,1,1,0
K2-21 b,K2-21,b,2015,9.33,1.84,"73,656","45,770",4.0,0.49,10,0.0,0.0,227.0,441.0,Hot,Superterran,K2,Transit,K2-21,M0.0,4222.06,0.65,0.68,-0.985,4.83,1,3.1676,-57.17911,48.9365,83.6448,1,2,0
K2-21 c,K2-21,c,2015,15.5,2.49,"99,675","61,939",6.8,0.98,5.1,0.0,0.0,147.0,297.0,Hot,Superterran,K2,Transit,K2-21,M0.0,4222.06,0.65,0.68,-0.985,4.83,1,3.1676,-57.17911,48.9365,83.6448,1,2,0
K2-210 b,K2-210,b,2018,0.57,0.819,"32,785","20,373",0.5,0.8621,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-210,,5396,0.85,0.91,-0.256,4.55,,,-60.92629,132.8054,176.51,1,1,0
K2-211 b,K2-211,b,2018,0.67,1.375,"55,041","34,203",2.5,0.9437,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-211,,5221,0.82,0.88,-0.351,4.6,,,-60.09223,139.6426,272.297,1,1,0
K2-212 b,K2-212,b,2018,9.8,2.52,"100,876","62,685",6.9,0.4301,,0.0,0.0,269.0,516.0,Hot,Neptunian,K2,Transit,K2-212,,4272,0.65,0.67,-0.896,4.64,,4.445,-59.30161,133.8637,109.218,1,1,0
K2-213 b,K2-213,b,2018,8.13,1.514,"60,606","37,661",2.9,0.833,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-213,,5794,1.2,1.07,0.169,4.25,,,-59.36279,123.482,389.702,1,1,0
K2-214 b,K2-214,b,2018,8.6,2.43,"97,273","60,447",6.5,0.4501,,0.0,0.0,733.0,1351.0,Hot,Superterran,K2,Transit,K2-214,,5854,1.27,1.05,0.233,4.25,,1.08,-58.58343,126.7923,300.64,1,1,0
K2-215 b,K2-215,b,2018,8.27,2.124,"85,024","52,835",5.2,0.5372,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-215,,5704,0.97,1,-0.043,4.41,,,-56.30743,133.0243,403.964,1,1,0
K2-216 b,K2-216,b,2018,2.17,1.75,"70,053","43,531",8.0,1.4882,248,0.0,0.0,830.0,1526.0,Hot,Superterran,K2,Transit,K2-216,K5 V,4503,0.72,0.7,-0.721,4.57,,2.3,-56.49815,120.4479,115.461,1,1,0
K2-217 b,K2-217,b,2018,14.07,3.579,"143,268","89,028",12.5,0.2722,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-217,,5967,1.33,1.1,0.308,4.17,,,-56.35621,120.1315,381.878,1,1,0
K2-218 b,K2-218,b,2018,8.68,2.569,"102,838","63,904",7.1,0.4192,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-218,,5757,1.01,1.05,0.003,4.45,,,-56.02525,122.8434,394.083,1,1,0
K2-219 b,K2-219,b,2018,3.9,1.348,"53,961","33,532",2.4,0.9691,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-219,,5753,1.19,1.02,0.145,4.23,,,-54.00411,122.908,325.4,1,3,0
K2-219 c,K2-219,c,2018,6.67,1.438,"57,563","35,770",2.7,0.8911,,0.0,0.0,,,Hot,Terran,K2,Transit,K2-219,,5753,1.19,1.02,0.145,4.23,,,-54.00411,122.908,325.4,1,3,0
K2-219 d,K2-219,d,2018,11.14,2.576,"103,118","64,078",7.2,0.4174,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-219,,5753,1.19,1.02,0.145,4.23,,,-54.00411,122.908,325.4,1,3,0
K2-22 b,K2-22,b,2015,0.38,2.5,"100,075","62,188",445.0,,114,0.0,0.0,1827.0,3321.0,Hot,Jovian,K2,Transit,K2-22,M0 V,3830,0.57,0.6,-1.113,4.65,,3.65548,56.81604,256.532,243.836,2,1,0
K2-220 b,K2-220,b,2018,13.68,2.39,"95,672","59,452",6.3,0.461,,0.0,0.0,485.0,905.0,Hot,Superterran,K2,Transit,K2-220,,5660,1.02,0.96,-0.016,4.4,,3.061,-53.35484,122.7839,233.514,1,1,0
K2-221 b,K2-221,b,2018,2.4,1.679,"67,211","41,765",3.5,0.7296,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-221,,5716,0.95,1.01,-0.063,4.57,,,-52.50086,129.0758,318.81,1,1,0
K2-222 b,K2-222,b,2018,15.39,2.39,"95,672","59,452",6.3,0.461,,0.0,0.0,528.0,982.0,Hot,Superterran,K2,Transit,K2-222,,6058,1.09,1,0.159,4.37,,1.25,-50.9614,128.5374,101.321,1,1,0
K2-223 b,K2-223,b,2018,0.51,0.89,"35,627","22,139",0.6,0.9056,,0.0,0.0,1998.0,3628.0,Hot,Terran,K2,Transit,K2-223,,5835,0.99,1.06,0,4.48,,1.55082,51.87885,290.8381,198.604,1,2,0
K2-223 c,K2-223,c,2018,4.56,1.57,"62,847","39,054",3.1,0.7967,,0.0,0.0,818.0,1504.0,Hot,Superterran,K2,Transit,K2-223,,5835,0.99,1.06,0,4.48,,1.55082,51.87885,290.8381,198.604,1,2,0
K2-224 b,K2-224,b,2018,4.48,1.56,"62,447","38,805",3.0,0.8004,,0.0,0.0,729.0,1344.0,Hot,Superterran,K2,Transit,K2-224,,5620,0.84,0.91,-0.217,4.55,,2.73527,52.68535,297.8024,275.255,1,2,0
K2-224 c,K2-224,c,2018,10.09,2.41,"96,473","59,949",6.4,0.4555,,0.0,0.0,491.0,916.0,Hot,Superterran,K2,Transit,K2-224,,5620,0.84,0.91,-0.217,4.55,,2.73527,52.68535,297.8024,275.255,1,2,0
K2-225 b,K2-225,b,2018,15.87,3.49,"139,705","86,814",12.0,0.2813,,0.0,0.0,629.0,1164.0,Hot,Neptunian,K2,Transit,K2-225,,5742,1.7,1.27,0.433,4.08,,0.21992,52.73963,292.6081,357.778,1,1,0
K2-226 b,K2-226,b,2018,3.27,1.54,"61,646","38,308",3.0,0.8167,,0.0,0.0,847.0,1557.0,Hot,Superterran,K2,Transit,K2-226,,5424,0.91,0.88,-0.246,4.47,,1.72343,52.23671,287.9908,211.265,1,1,0
K2-227 b,K2-227,b,2018,13.62,1.666,"66,690","41,442",3.4,0.7368,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-227,,5673,0.89,0.95,-0.13,4.58,,,54.34531,299.6882,187.234,1,1,0
K2-228 b,K2-228,b,2018,2.7,1.21,"48,437","30,099",1.9,1.0817,,0.0,0.0,641.0,1186.0,Hot,Terran,K2,Transit,K2-228,,4715,0.65,0.71,-0.849,4.66,,4.35191,55.61271,293.1165,129.46,1,1,0
K2-229 b,K2-229,b,2018,0.58,1.14,"45,634","28,358",2.5,1.6152,,0.0,0.0,1545.0,2813.0,Hot,Terran,K2,Transit,K2-229,,5315,0.79,0.87,-0.383,4.59,5.4,2.38,55.65726,292.3529,102.564,1,2,0
K2-229 c,K2-229,c,2018,8.33,2.03,"81,261","50,497",21.3,2.323,,0.0,0.0,477.0,891.0,Hot,Superterran,K2,Transit,K2-229,,5315,0.79,0.87,-0.383,4.59,5.4,2.38,55.65726,292.3529,102.564,1,2,0
K2-230 b,K2-230,b,2018,2.86,1.96,"78,459","48,755",4.5,0.5953,,0.0,0.0,1256.0,2293.0,Hot,Superterran,K2,Transit,K2-230,,5945,1.39,1.11,0.339,4.2,,0.64706,56.26452,300.2547,540.773,1,1,0
K2-231 b,K2-231,b,2018,13.84,2.5,"100,075","62,188",6.8,0.4338,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-231,,5695,0.95,1.01,-0.067,4.48,3,,-12.52788,21.4538,321.215,1,1,0
K2-232 b,K2-232,b,2018,11.17,11.209,"448,698","278,825",126.5,0.0735,,0.0,0.0,757.0,1395.0,Hot,Jovian,K2,Transit,K2-232,,6154,1.16,1.19,0.238,4.38,1.43,0.782,-15.31655,182.071,130.72,1,1,0
K2-233 b,K2-233,b,2018,2.47,1.398,"55,962","34,775",2.5,0.9274,273,0.0,0.0,767.0,1413.0,Hot,Terran,K2,Transit,K2-233,K3,4950,0.74,0.8,-0.523,4.71,0.36,,30.24868,344.4642,67.5062,1,3,0
K2-233 c,K2-233,c,2018,7.06,1.335,"53,440","33,208",2.3,0.98,67.1,0.0,0.0,455.0,851.0,Hot,Terran,K2,Transit,K2-233,K3,4950,0.74,0.8,-0.523,4.71,0.36,,30.24868,344.4642,67.5062,1,3,0
K2-233 d,K2-233,d,2018,24.37,2.64,"105,680","65,670",7.5,0.4047,12.9,0.0,0.0,209.0,408.0,Hot,Neptunian,K2,Transit,K2-233,K3,4950,0.74,0.8,-0.523,4.71,0.36,,30.24868,344.4642,67.5062,1,3,0
K2-237 b,K2-237,b,2018,2.18,18.405,"736,755","457,827",392.8,0.0672,,0.0,0.0,1565.0,2849.0,Hot,Jovian,K2,Transit,K2-237,F9 V,6099,1.38,1.23,0.376,4.27,2.55,0.663,9.233558,353.8713,314.995,1,1,0
K2-238 b,K2-238,b,2018,3.2,14.572,"583,320","362,480",273.3,0.1016,,0.0,0.0,1314.0,2397.0,Hot,Jovian,K2,Transit,K2-238,G2 V,5630,1.59,1.19,0.36,4.11,5.63,0.0775,-59.35657,67.22734,537.963,1,1,0
K2-239 b,K2-239,b,2018,5.24,1.1,"44,033","27,363",1.4,1.0272,,0.0,0.0,229.0,444.0,Hot,Terran,K2,Transit,K2-239,M3.0 V,3420,0.36,0.4,-1.796,4.9,,,51.7774,243.5904,31.0849,1,3,0
K2-239 c,K2-239,c,2018,7.78,1.0,"40,030","24,875",1.0,0.9691,,0.0,0.0,154.0,309.0,Hot,Terran,K2,Transit,K2-239,M3.0 V,3420,0.36,0.4,-1.796,4.9,,,51.7774,243.5904,31.0849,1,3,0
K2-239 d,K2-239,d,2018,10.12,1.1,"44,033","27,363",1.4,1.0272,,0.0,0.0,126.0,259.0,Hot,Terran,K2,Transit,K2-239,M3.0 V,3420,0.36,0.4,-1.796,4.9,,,51.7774,243.5904,31.0849,1,3,0
K2-24 b,K2-24,b,2016,20.89,5.4,"216,163","134,326",19.0,0.1162,60.1,0.0,0.0,436.0,817.0,Hot,Neptunian,K2,Transit,K2-24,G9 V,5625,1.16,1.07,0.158,4.29,5.1,0.89,19.20524,349.9997,170.562,1,2,0
K2-24 c,K2-24,c,2016,42.34,7.5,"300,226","186,563",15.4,0.0363,23.4,0.0,0.0,287.0,549.0,Hot,Jovian,K2,Transit,K2-24,G9 V,5625,1.16,1.07,0.158,4.29,5.1,0.89,19.20524,349.9997,170.562,1,2,0
K2-240 b,K2-240,b,2018,6.03,2.0,"80,060","49,750",4.7,0.5808,,0.0,0.0,313.0,595.0,Hot,Superterran,K2,Transit,K2-240,M0.5 V,3810,0.54,0.58,-1.276,4.7,,,33.63943,343.8917,72.9105,1,2,0
K2-240 c,K2-240,c,2018,20.52,1.8,"72,054","44,775",3.9,0.6661,,0.0,0.0,116.0,241.0,Hot,Superterran,K2,Transit,K2-240,M0.5 V,3810,0.54,0.58,-1.276,4.7,,,33.63943,343.8917,72.9105,1,2,0
K2-241 b,K2-241,b,2018,26.82,2.55,"102,077","63,432",7.0,0.4229,,0.0,0.0,234.0,453.0,Hot,Neptunian,K2,Transit,K2-241,,5262,0.75,0.71,-0.441,4.54,,3.10999,54.25011,282.9129,149.464,1,1,0
K2-242 b,K2-242,b,2018,6.51,2.54,"101,677","63,183",7.0,0.4247,,0.0,0.0,143.0,289.0,Hot,Neptunian,K2,Transit,K2-242,,3459,0.37,0.38,-1.808,4.89,,10.34168,54.06965,280.502,109.237,1,1,0
K2-243 b,K2-243,b,2018,11.54,2.17,"86,865","53,979",5.4,0.5227,,0.0,0.0,762.0,1404.0,Hot,Superterran,K2,Transit,K2-243,,6570,1.39,1.29,0.446,4.26,,0.35249,56.02181,281.6669,266.864,1,2,0
K2-243 c,K2-243,c,2018,24.95,2.01,"80,461","49,999",4.7,0.5771,,0.0,0.0,528.0,982.0,Hot,Superterran,K2,Transit,K2-243,,6570,1.39,1.29,0.446,4.26,,0.35249,56.02181,281.6669,266.864,1,2,0
K2-244 b,K2-244,b,2018,21.07,1.75,"70,053","43,531",3.7,0.6897,,0.0,0.0,365.0,689.0,Hot,Superterran,K2,Transit,K2-244,,5677,0.92,0.86,-0.097,4.44,,2.1153,57.73899,285.1741,212.902,1,1,0
K2-245 b,K2-245,b,2018,11.89,4.34,"173,731","107,958",17.4,0.2123,,0.0,0.0,650.0,1202.0,Hot,Neptunian,K2,Transit,K2-245,,5793,1.25,0.83,0.193,4.16,,1.0187,60.34379,287.2729,456.064,1,1,0
K2-246 b,K2-246,b,2018,5.77,3.49,"139,705","86,814",12.0,0.2813,,0.0,0.0,704.0,1299.0,Hot,Neptunian,K2,Transit,K2-246,,5610,0.94,0.87,-0.141,4.43,,1.68077,59.71571,280.2202,703.616,1,1,0
K2-247 b,K2-247,b,2018,2.25,2.12,"84,864","52,735",5.1,0.5372,,0.0,0.0,706.0,1303.0,Hot,Superterran,K2,Transit,K2-247,,4667,0.69,0.74,-0.833,4.63,,2.0381,52.60412,296.4941,258.113,1,2,0
K2-247 c,K2-247,c,2018,6.49,2.19,"87,666","54,477",5.4,0.5154,,0.0,0.0,415.0,779.0,Hot,Superterran,K2,Transit,K2-247,,4667,0.69,0.74,-0.833,4.63,,2.0381,52.60412,296.4941,258.113,1,2,0
K2-248 b,K2-248,b,2018,7.17,2.57,"102,878","63,929",7.1,0.4192,,0.0,0.0,613.0,1135.0,Hot,Neptunian,K2,Transit,K2-248,,5528,0.92,0.88,-0.171,4.45,,1.82647,52.18235,286.6383,406.254,1,1,0
K2-249 b,K2-249,b,2018,12.41,2.79,"111,684","69,402",8.2,0.3757,,0.0,0.0,788.0,1450.0,Hot,Neptunian,K2,Transit,K2-249,,6504,1.57,1.32,0.366,4.16,,0.31728,52.7225,287.3303,521.716,1,1,0
K2-25 b,K2-25,b,2015,3.48,3.43,"137,303","85,322",11.6,0.2868,,0.0,0.0,,,Hot,Neptunian,K2,Transit,K2-25,M4.5,3180,0.29,0.29,-2.076,4.94,,15.9,-25.29302,178.2553,44.9565,1,1,0
K2-250 b,K2-250,b,2018,4.01,2.44,"97,674","60,695",6.5,0.4483,,0.0,0.0,685.0,1265.0,Hot,Superterran,K2,Transit,K2-250,,5172,0.81,0.8,-0.404,4.53,,1.89682,53.10691,289.9825,414.708,1,1,0
K2-251 b,K2-251,b,2018,9.3,2.35,"94,071","58,457",6.1,0.4701,,0.0,0.0,164.0,327.0,Hot,Superterran,K2,Transit,K2-251,,3717,0.49,0.52,-1.415,4.76,,5.7438,54.27385,299.2546,147.03,1,1,0
K2-252 b,K2-252,b,2018,13.82,1.74,"69,653","43,283",3.7,0.6969,,0.0,0.0,366.0,691.0,Hot,Superterran,K2,Transit,K2-252,,5152,0.82,0.79,-0.402,4.5,,2.04024,53.13188,285.453,228.839,1,1,0
K2-253 b,K2-253,b,2018,4.0,12.67,"507,182","315,168",,,,0.0,0.0,965.0,1769.0,Hot,Jovian,K2,Transit,K2-253,,6027,1.1,1.08,-0.072,4.39,,1.01569,55.85731,290.8763,876.565,1,1,0
K2-254 b,K2-254,b,2018,4.1,1.63,"65,249","40,546",3.3,0.7568,,0.0,0.0,518.0,964.0,Hot,Superterran,K2,Transit,K2-254,,4629,0.67,0.71,-0.765,4.64,,2.71073,57.38034,289.3288,227.775,1,2,0
K2-254 c,K2-254,c,2018,12.12,2.19,"87,666","54,477",5.4,0.5154,,0.0,0.0,278.0,532.0,Hot,Superterran,K2,Transit,K2-254,,4629,0.67,0.71,-0.765,4.64,,2.71073,57.38034,289.3288,227.775,1,2,0
K2-255 b,K2-255,b,2018,1.96,2.9,"116,088","72,138",8.8,0.3575,,0.0,0.0,761.0,1402.0,Hot,Neptunian,K2,Transit,K2-255,,4676,0.69,0.71,-0.72,4.62,,1.94835,59.36886,297.1517,191.608,1,1,0
K2-256 b,K2-256,b,2018,5.52,2.63,"105,279","65,422",7.4,0.4065,,0.0,0.0,572.0,1062.0,Hot,Neptunian,K2,Transit,K2-256,,5219,0.78,0.84,-0.465,4.58,,3.60257,60.1141,289.538,564.693,1,1,0
K2-257 b,K2-257,b,2018,1.61,0.83,"33,225","20,646",0.5,0.8693,,0.0,0.0,516.0,961.0,Hot,Terran,K2,Transit,K2-257,,3725,0.5,0.52,-1.381,4.76,,5.56654,60.58537,293.5783,64.0065,1,1,0
K2-258 b,K2-258,b,2018,19.09,3.0,"120,091","74,625",9.3,0.343,,0.0,0.0,558.0,1036.0,Hot,Neptunian,K2,Transit,K2-258,,6351,1.31,1.21,0.272,4.29,,0.566,61.26651,292.0079,661.873,1,1,0
K2-259 b,K2-259,b,2018,15.48,2.32,"92,870","57,710",6.0,0.4791,,0.0,0.0,522.0,972.0,Hot,Superterran,K2,Transit,K2-259,,6059,1.13,1.14,0.179,4.39,,1.00719,63.78687,289.117,416.457,1,1,0
K2-26 b,K2-26,b,2016,14.57,2.67,"106,881","66,417",7.6,0.3993,5.8,0.0,0.0,157.0,315.0,Hot,Neptunian,K2,Transit,K2-26,M1.0 V,3785,0.52,0.56,-1.31,4.72,1,3.92,3.901587,187.222,99.0504,1,1,0
K2-260 b,K2-260,b,2018,2.63,17.396,"696,365","432,728",451.3,0.0907,,0.0,0.0,1684.0,3063.0,Hot,Jovian,K2,Transit,K2-260,F6 V,6367,1.69,1.39,0.627,4.15,1.9,0.4005,-13.94234,185.3431,663.834,1,1,0
K2-261 b,K2-261,b,2018,11.63,9.528,"381,407","237,010",70.9,0.0877,,0.0,0.0,807.0,1485.0,Hot,Jovian,K2,Transit,K2-261,G7 IV/V,5537,1.65,1.1,0.363,4.21,8.8,0.35,50.89484,250.8831,213.283,1,1,0
K2-263 b,K2-263,b,2018,50.82,2.41,"96,473","59,949",14.8,1.0345,,0.0,0.0,197.0,387.0,Hot,Neptunian,K2,Transit,K2-263,G9 V,5368,0.85,0.88,-0.26,4.51,7,2.02,30.65637,210.1039,162.481,1,1,0
K2-264 b,K2-264,b,2018,5.84,2.231,"89,307","55,496",5.6,0.5045,,0.0,0.0,223.0,433.0,Hot,Superterran,K2,Transit,K2-264,M2.5 V,3660,0.47,0.5,-1.481,4.78,,6.61,33.60747,206.3717,185.605,1,2,0
K2-264 c,K2-264,c,2018,19.66,2.668,"106,801","66,367",7.6,0.3993,,0.0,0.0,58.0,136.0,Hot,Neptunian,K2,Transit,K2-264,M2.5 V,3660,0.47,0.5,-1.481,4.78,,6.61,33.60747,206.3717,185.605,1,2,0
K2-265 b,K2-265,b,2018,2.37,1.71,"68,452","42,536",6.5,1.2886,,0.0,0.0,,,Hot,Superterran,K2,Transit,K2-265,G8 V,5477,0.98,0.92,-0.18,4.42,9.7,0.98,-58.65435,50.42183,138.671,2,1,0
K2-266 b,K2-266,b,2018,0.66,3.3,"132,100","82,088",11.3,0.3212,879.5,0.0,0.0,1242.0,2268.0,Hot,Neptunian,K2,Transit,K2-266,,4285,0.7,0.69,-0.823,4.58,,2.79,47.48287,245.0448,77.5586,2,4,0
K2-266 c,K2-266,c,2018,7.81,0.705,"28,221","17,537",0.3,0.8185,32.4,0.0,0.0,391.0,736.0,Hot,Subterran,K2,Transit,K2-266,,4285,0.7,0.69,-0.823,4.58,,2.79,47.48287,245.0448,77.5586,2,4,0
K2-266 d,K2-266,d,2018,14.7,2.93,"117,288","72,884",8.9,0.3684,13.95,0.0,0.0,265.0,509.0,Hot,Neptunian,K2,Transit,K2-266,,4285,0.7,0.69,-0.823,4.58,,2.79,47.48287,245.0448,77.5586,2,4,0
K2-266 e,K2-266,e,2018,19.48,2.73,"109,282","67,909",14.3,0.4011,9.58,0.0,0.0,217.0,423.0,Hot,Neptunian,K2,Transit,K2-266,,4285,0.7,0.69,-0.823,4.58,,2.79,47.48287,245.0448,77.5586,2,4,0
K2-268 b,K2-268,b,2018,2.15,1.41,"56,443","35,074",2.6,0.9147,,0.0,0.0,848.0,1558.0,Hot,Terran,K2,Transit,K2-268,,5068,0.78,0.84,-0.441,4.59,,,32.70265,216.0731,327.783,1,2,0
K2-268 c,K2-268,c,2018,9.33,2.69,"107,681","66,914",7.7,0.3938,,0.0,0.0,415.0,779.0,Hot,Neptunian,K2,Transit,K2-268,,5068,0.78,0.84,-0.441,4.59,,,32.70265,216.0731,327.783,1,2,0
K2-269 b,K2-269,b,2018,4.14,1.57,"62,847","39,054",3.1,0.7967,,0.0,0.0,1156.0,2113.0,Hot,Superterran,K2,Transit,K2-269,,6209,1.45,1.16,0.468,4.18,,1.13,30.02237,213.1509,360.76,1,1,0
K2-27 b,K2-27,b,2016,6.77,4.48,"179,335","111,441",30.9,0.3394,116,0.0,0.0,629.0,1164.0,Hot,Neptunian,K2,Transit,K2-27,,5248,0.89,0.87,-0.27,4.48,10.3,2.04,56.98696,261.0273,249.645,3,1,0
K2-270 b,K2-270,b,2018,1.54,1.38,"55,242","34,328",2.5,0.9419,,0.0,0.0,930.0,1706.0,Hot,Terran,K2,Transit,K2-270,,4877,0.77,0.85,-0.519,4.59,,,31.22804,213.0909,280.518,1,2,0
K2-270 c,K2-270,c,2018,4.4,2.95,"118,089","73,382",9.0,0.3503,,0.0,0.0,575.0,1067.0,Hot,Neptunian,K2,Transit,K2-270,,4877,0.77,0.85,-0.519,4.59,,,31.22804,213.0909,280.518,1,2,0
K2-271 b,K2-271,b,2018,8.56,7.28,"291,420","181,091",41.8,0.108,,0.0,0.0,620.0,1148.0,Hot,Jovian,K2,Transit,K2-271,,5644,0.99,0.83,-0.05,4.37,,2.284,26.85612,207.7892,564.454,1,1,0
K2-272 b,K2-272,b,2018,14.45,2.91,"116,488","72,387",8.8,0.3557,,0.0,0.0,382.0,720.0,Hot,Neptunian,K2,Transit,K2-272,,5419,0.81,0.81,-0.302,4.53,,2.577,33.96437,209.3073,423.065,1,1,0
K2-273 b,K2-273,b,2018,11.72,4.42,"176,933","109,948",17.9,0.2069,,0.0,0.0,399.0,750.0,Hot,Neptunian,K2,Transit,K2-273,,5200,0.84,0.9,-0.353,4.55,,0.037,31.96899,206.5206,308.105,1,1,0
K2-274 b,K2-274,b,2018,14.13,2.2,"88,066","54,725",5.5,0.5136,,0.0,0.0,316.0,601.0,Hot,Superterran,K2,Transit,K2-274,,5065,0.74,0.81,-0.509,4.61,,2.98,32.01496,204.7937,228.327,1,1,0
K2-275 b,K2-275,b,2018,3.28,2.24,"89,668","55,720",5.6,0.5009,,0.0,0.0,632.0,1170.0,Hot,Superterran,K2,Transit,K2-275,,4812,0.73,0.79,-0.593,4.61,,2.73722,34.58082,205.8239,123.438,1,2,0
K2-275 c,K2-275,c,2018,8.44,2.34,"93,671","58,208",6.1,0.4737,,0.0,0.0,387.0,729.0,Hot,Superterran,K2,Transit,K2-275,,4812,0.73,0.79,-0.593,4.61,,2.73722,34.58082,205.8239,123.438,1,2,0
K2-276 b,K2-276,b,2018,18.72,3.77,"150,914","93,779",13.7,0.2541,,0.0,0.0,310.0,590.0,Hot,Neptunian,K2,Transit,K2-276,,5139,0.85,0.82,-0.405,4.49,,0.505,29.84639,201.128,488.152,1,1,0
K2-277 b,K2-277,b,2018,6.33,2.07,"82,862","51,492",4.9,0.5554,,0.0,0.0,685.0,1265.0,Hot,Superterran,K2,Transit,K2-277,,5741,0.97,1.02,-0.052,4.48,,6.936,46.02644,315.6641,113.123,1,1,0
K2-278 b,K2-278,b,2018,3.33,2.98,"119,290","74,128",9.2,0.3448,,0.0,0.0,1438.0,2620.0,Hot,Neptunian,K2,Transit,K2-278,,6747,1.61,1.4,0.399,4.17,,0.413,47.1514,317.8845,786.439,1,1,0
K2-279 b,K2-279,b,2018,7.12,1.21,"48,437","30,099",1.9,1.0817,,0.0,0.0,606.0,1123.0,Hot,Terran,K2,Transit,K2-279,,5558,0.86,0.79,-0.205,4.46,,1.13,54.88191,323.8515,182.983,1,1,0
K2-28 b,K2-28,b,2016,2.26,2.32,"92,870","57,710",6.0,0.4791,30.1,0.0,0.0,295.0,563.0,Hot,Superterran,K2,Transit,K2-28,M4,3214,0.29,0.26,-1.94,4.93,,15.2,-49.89484,54.45742,62.9969,1,1,0
K2-280 b,K2-280,b,2018,19.9,7.67,"307,031","190,792",45.6,0.1007,,0.0,0.0,471.0,880.0,Hot,Jovian,K2,Transit,K2-280,,5742,1.28,1.11,0.206,4.26,,0.259,-17.32243,16.32383,391.537,1,1,0
