star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
EPIC 248847494,,4898,2.7,0.9,0.578,3.52,,0.064,55.10292,232.2887,551.886,1,1,0
EPIC 249893012,G8 IV/V,5430,1.71,1.05,0.36,3.99,9,0.298,34.30831,345.1105,321.296,1,3,0
FU Tau,M7.25,2838,,0.05,-0.699,,0.001,,-16.9613,172.1141,,1,1,0
G 9-40,M2.5 V,3348,0.31,0.29,-1.971,4.93,9.9,14.11,37.03536,206.0632,27.9276,1,1,0
GJ 1061,M5.5 V,2953,0.16,0.12,-2.77,,7,,-52.90489,251.8698,3.67278,1,3,0
GJ 1132,M4.5 V,3270,0.21,0.18,-2.359,4.88,5,15.4,7.76021,277.2594,12.613,1,2,0
GJ 1148,,3287,0.36,0.34,-1.869,4.87,,10.52554,68.91794,160.6125,11.0143,1,2,0
GJ 1214,,3026,0.22,0.15,-2.312,4.94,3,26.20204,23.61075,26.16403,14.6427,1,1,0
GJ 1252,M3,3458,0.39,0.38,-1.708,4.89,,,-35.49193,341.2239,20.373,1,1,0
GJ 1265,M4.5 V,3236,0.19,0.18,-2.439,5.09,,,-52.50964,39.07945,10.2525,1,1,0
GJ 143,K4.5,4640,0.69,0.73,-0.686,4.61,3.8,3.03,-45.82265,279.2304,16.32,1,2,0
GJ 15 A,M1,3607,0.38,0.38,-1.655,4.87,,,-18.44695,116.6769,3.56228,2,2,0
GJ 160.2,M0 V,4347,,0.69,-0.796,,,,-45.25933,215.868,25.8557,1,1,0
GJ 163,,,,,,,,,-45.32366,262.7818,15.1285,1,3,0
GJ 179,M3.5 V,3370,0.38,0.36,-1.796,4.83,,,-22.86253,192.2258,12.356,1,1,0
GJ 180,M2 V,3371,,0.43,-1.886,,,,-33.7281,216.9657,11.9407,1,3,0
GJ 2056,,,,0.62,,,,,-6.852467,237.4369,28.4434,1,1,0
GJ 229,,,,0.58,,,,,-18.43918,228.6123,5.75624,2,2,0
GJ 27.1,M0.5 V,3542,,0.53,-1.585,,,,-72.72074,309.8531,23.6062,1,1,0
GJ 273,M3.5,3382,0.29,0.29,-2.056,,,,10.37354,212.3446,5.921535,1,2,0
GJ 3021,G6 V,5540,0.9,0.9,-0.18,4.7,,,-37.14407,304.8714,17.5559,2,1,0
GJ 3082,,,,0.47,,,,,-62.84946,295.4642,16.6186,1,1,0
GJ 3138,M0,3717,0.5,0.68,-1.347,,,,-69.01208,185.9956,28.4712,1,3,0
GJ 317,M2.5 V,3510,,0.42,,,5,,11.18989,246.7994,15.1968,1,2,0
GJ 328,M1,3900,,0.69,,,,,28.00069,226.7054,20.5266,1,1,0
GJ 3293,M2.5,3466,0.4,0.42,-1.658,,,,-41.61211,223.5389,20.1903,1,4,0
GJ 3323,M4,3159,0.12,0.16,-2.569,,,,-27.47127,206.4304,5.37484,1,2,0
GJ 3341,M2.5,3526,0.44,0.47,-1.538,,,,-33.03499,234.2198,23.619,1,1,0
GJ 338 B,M0.0 V,4005,0.58,0.64,-1.101,4.68,4,,42.67227,164.9346,6.33256,2,1,0
GJ 3470,M1.5,3600,0.55,0.54,-1.538,4.7,1.65,3.3,21.7575,206.2354,29.4214,1,1,0
GJ 3512,M5.5 V,3081,0.14,0.12,-2.804,,5.5,,36.96226,157.2369,9.48637,1,1,0
GJ 357,M2.5 V,3505,0.34,0.34,-1.798,4.94,,13.6,22.08297,253.8847,9.44181,1,3,0
GJ 3634,M2.5,,0.43,0.45,-1.699,,5,,25.80999,276.2233,20.3779,1,1,0
GJ 3779,M4.0 V,3324,0.28,0.27,-2.062,5.05,,,82.42745,14.11601,13.743,1,1,0
GJ 3942,M0,3867,0.61,0.63,-1.12,4.65,,,45.46998,82.20456,16.9287,1,1,0
GJ 3998,M1,3722,0.49,0.5,-1.387,4.77,,,26.15056,32.27428,18.1459,1,2,0
GJ 411,M1.9,3563,0.39,0.39,-1.658,,,,65.43153,185.1184,5.675773,1,1,0
GJ 422,M3.5 V,3323,,0.35,-1.959,,,,2.979546,290.3792,12.6631,1,1,0
GJ 4276,M4.0,3387,0.41,0.41,-1.706,4.97,6.9,,1.644026,105.2902,21.3362,1,1,0
GJ 433,M1.5 V,3461,0.5,0.48,-1.699,4.81,,,27.65473,284.884,9.06456,1,3,0
GJ 436,M2.5 V,3479,0.46,0.47,-1.585,4.79,6,7,74.56888,210.5419,9.75321,1,1,0
GJ 480,M3.5 Ve,,,0.45,,,,,74.28846,291.5037,14.2358,1,1,0
GJ 504,G0 V,6234,,1.22,0.332,4.6,0.16,,71.31241,322.7902,17.5299,1,1,0
GJ 536,M1 V,3685,0.5,0.52,-1.377,4.75,,5.4445,55.81343,335.0555,10.4092,1,1,0
GJ 581,M3 V,3396,0.33,0.31,-1.885,4.89,4.3,12.22384,40.0187,354.0776,6.2981,1,3,0
GJ 625,M2,3499,0.31,0.3,-1.894,4.94,,,42.78533,83.21152,6.47249,1,1,0
GJ 649,M1.5,3700,,0.54,,,,,35.33734,46.5238,10.3796,1,1,0
GJ 667 C,M1.5 V,3350,,0.33,-1.863,4.69,2,,1.414543,351.8396,7.24396,3,5,0
GJ 674,M2.5,3600,,0.35,-1.796,,0.55,,-6.777608,343.0039,4.54896,1,1,0
GJ 676 A,M0 V,3734,0.69,0.73,-1.08,4.62,,,-9.542774,339.104,16.0272,2,4,0
GJ 682,M3.5 V,3028,,0.27,-2.699,,,,-6.634735,345.9857,5.00671,1,2,0
GJ 685,M0.5,3816,0.54,0.55,-1.253,4.72,,,32.59013,90.76031,14.3155,1,1,0
GJ 687,M3 V,3413,0.42,0.4,-1.672,4.82,,,31.96408,98.60233,4.54939,1,2,0
GJ 83.1,M4.5 V,,,0.15,,,,,-46.49132,147.6587,4.471,1,2,0
GJ 832,M1.5,3472,0.44,0.45,-1.585,4.7,,7.16403,-46.34961,349.1731,4.96435,1,2,0
GJ 849,M3 V,3241,0.53,0.65,-1.583,4.8,3,6.51372,-45.39912,55.8906,8.80058,1,1,0
GJ 86,,5182,0.77,0.93,-0.414,4.63,,,-61.96097,275.9264,10.7836,2,1,0
GJ 876,M4 V,3271,0.3,0.32,-1.907,4.87,1,10.86557,-59.63009,52.00406,4.67517,1,4,0
GJ 887,M1 V,3688,0.47,0.49,-1.434,4.78,2.88,,-65.9570362,5.1006885,,1,2,0
GJ 96,M2,3785,,0.6,-1.052,,,,-12.26515,138.292,11.9315,1,1,0
GJ 9827,K5 V,4340,0.6,0.61,-0.936,4.66,10,3.97,-57.18279,81.3446,29.661,1,3,0
GQ Lup,,4360,1.94,,0.089,,,,14.51082,338.9254,151.169,1,1,0
GSC 06214-00210,K7,4200,0.9,0.9,-0.42,4.37,0.005,1.32072,20.12466,355.262,108.5,1,1,0
GU Psc,M3,,,0.33,,,0.1,,-45.50964,130.1524,47.5501,1,1,0
Gl 378,M1,3879,0.56,0.56,-1.222,,,,51.19261,168.7316,14.9545,1,1,0
Gl 49,M1.5 V,3805,0.51,0.52,-1.306,4.69,,,-0.4983922,124.2323,9.8528,2,1,0
Gl 686,M1.0 V,3654,0.43,0.43,-1.523,4.88,,,24.29675,42.24019,8.15728,1,1,0
HAT-P-1,G0 V,5980,1.17,1.15,0.225,4.36,3.6,0.908,-19.03618,99.79167,158.979,2,1,0
HAT-P-11,K4,4780,0.68,0.81,-0.658,4.66,6.5,3.70008,10.77238,81.8337,37.7647,1,2,0
HAT-P-12,K4,4650,0.7,0.73,-0.678,4.61,2.5,2.205,68.87578,87.99177,142.751,1,1,0
HAT-P-13,G4,5653,1.76,1.32,0.346,4.13,5,,37.54208,172.4982,246.81,1,2,0
HAT-P-14,F5 V,6600,1.82,2.65,0.644,4.25,1.6,0.62,33.53752,62.58919,222.663,2,1,0
HAT-P-15,G5,5568,1.07,1,0,4.38,6.8,1.14,-6.891614,161.5586,192.516,1,1,0
HAT-P-16,F8,6158,1.24,1.22,0.294,4.34,2,,-20.34264,120.3468,226.637,3,1,0
HAT-P-17,K,5246,0.87,0.99,-0.289,4.53,7.8,2.08,-16.17674,80.85215,92.3831,1,2,0
HAT-P-18,K2,4803,0.75,0.77,-0.569,4.57,12.4,2.94,35.56173,55.65221,161.4,1,1,0
HAT-P-19,K1,4990,0.82,0.84,-0.432,4.54,8.8,2.32555,-28.07934,119.8177,202.078,1,1,0
HAT-P-2,F8,6380,1.39,1.33,0.53,4.16,1.44,0.434,45.23225,65.02103,127.774,1,1,0
HAT-P-20,K3,4595,0.69,0.76,-0.721,4.63,6.7,2.36,18.39454,194.415,71.0374,1,1,0
HAT-P-21,G3,5588,1.21,1.24,0.025,4.33,10.2,1,67.46364,169.3247,277.278,1,1,0
HAT-P-22,G5 V,5302,1.11,1.13,-0.114,4.36,12.4,1.16,53.5667,163.6472,81.7647,2,1,0
HAT-P-23,G0,5905,0.96,0.58,0.199,4.33,4,0.92,-11.83422,58.93636,364.813,1,1,0
HAT-P-24,F8,6373,1.38,1.37,0.408,4.27,2.8,0.74,11.65311,202.738,415.344,2,1,0
HAT-P-25,G5,5519,0.92,1.01,-0.152,4.52,3.2,1.84,-27.44255,159.3142,300.384,1,1,0
HAT-P-26,K1,5079,0.87,1.12,-0.359,4.56,9,2.37,59.87314,346.5135,141.837,1,1,0
HAT-P-27,G8,5316,0.86,0.92,-0.269,4.53,4.4,1.99758,54.54392,1.683503,199.173,1,1,0
HAT-P-28,G3,5680,1.1,1.02,0.053,4.36,6.1,,-28.14321,123.0636,401.319,1,1,0
HAT-P-29,F8,6087,1.3,1.45,0.272,4.34,2.2,0.93,-9.107978,135.4706,313.576,1,1,0
HAT-P-3,K,5185,0.87,1.06,-0.36,4.56,1.6,2.28,66.69242,100.1667,134.554,2,1,0
HAT-P-30,,6304,1.31,1.55,0.312,4.36,1,0.98,21.40544,217.412,213.985,2,1,0
HAT-P-31,,6065,1.39,1.31,0.433,4.26,3.17,0.69,21.06337,52.72033,344.05,1,1,0
HAT-P-32,,6001,1.37,1.13,0.338,4.22,2.7,0.625,-14.37306,135.6986,289.205,2,1,0
HAT-P-33,,6446,1.79,1.82,0.618,4.15,2.3,0.45,22.73004,185.3074,396.11,2,1,0
HAT-P-34,,6442,1.53,1.39,0.6,4.21,1.7,0.505,-8.758972,58.54107,249.325,1,1,0
HAT-P-35,,6096,1.44,1.24,0.383,4.21,3.5,0.59,20.30816,218.0738,506.965,3,1,0
HAT-P-36,G5 V,5620,1.04,1.03,0.022,4.42,6.6,1.089,71.83712,133.4138,294.419,1,1,0
HAT-P-37,,5500,0.88,0.93,-0.208,4.51,3.6,1.87,19.98352,81.20832,390.594,1,1,0
HAT-P-38,,5330,0.92,0.89,-0.208,4.37,10.1,1.20784,-26.87266,144.2291,255.206,1,1,0
HAT-P-39,,6430,1.62,1.4,0.607,,2,,17.44628,201.4173,697.004,1,1,0
HAT-P-4,F,5860,1.62,0.56,0.431,4.14,3.9,0.437,57.3362,58.47993,320.451,2,1,0
HAT-P-40,,6080,1.94,1.03,0.778,3.93,2.7,0.2,-9.862946,97.34363,464.469,1,1,0
HAT-P-41,,6390,2.05,2.56,0.628,4.14,2.2,0.42,-10.62609,43.84095,348.185,2,1,0
HAT-P-42,,5743,1.53,1.18,0.356,4.14,5.2,0.52838,31.58219,223.0039,405.238,1,1,0
HAT-P-43,,5645,1.1,1.05,0.045,4.37,5.7,1.05193,27.7543,215.4894,528.825,1,1,0
HAT-P-44,,5295,0.95,0.94,-0.194,4.46,7.5,1.09993,64.52005,89.60243,347.85,1,2,0
HAT-P-45,,6330,1.32,1.26,0.4,4.3,2,0.45731,5.982027,26.02156,298.64,1,1,0
HAT-P-46,,6120,1.4,1.28,0.391,4.25,2.5,0.9153,9.639757,24.53132,290.736,1,1,0
HAT-P-49,F,6820,2.06,2.22,0.814,4.1,1.5,0.36,-5.768364,66.9225,350.351,1,1,0
HAT-P-5,G,5960,1.12,1.04,0.187,4.37,2.6,1.04,22.14915,63.93668,303.336,1,1,0
HAT-P-50,,6280,1.7,1.27,0.603,4.07,3.37,0.357,18.9095,208.6736,515.458,1,1,0
HAT-P-51,,5449,1.04,0.98,-0.066,4.39,8.2,1.223,-29.5553,130.8583,440.089,1,1,0
HAT-P-52,,5131,0.89,0.89,-0.305,4.48,9.4,1.75,-26.98017,152.1783,361.155,1,1,0
HAT-P-53,,5956,1.21,1.09,0.217,4.31,4.67,0.87,-23.36943,130.5556,666.802,1,1,0
HAT-P-54,,4390,0.62,0.65,-0.902,4.67,3.9,,8.897829,188.784,143.651,1,1,0
HAT-P-55,,5808,1.01,1.01,0.021,4.43,4.2,,26.96854,49.58848,511.388,1,1,0
HAT-P-56,,6566,1.47,1.42,0.559,3.39,2.01,0.63,10.42971,187.5375,320.639,1,1,0
HAT-P-57,A8 V,6330,1.85,2.77,0.806,4.25,1,0.62,11.96777,38.82234,279.86,3,1,0
HAT-P-6,,6570,1.62,1.79,0.553,4.22,2.3,0.59,-18.43516,108.9635,275.358,1,1,0
HAT-P-65,G2,5835,1.86,1.21,0.555,3.98,5.46,0.266,-22.33447,60.50166,738.519,1,1,0
HAT-P-66,G0,6002,1.88,1.25,0.615,3.99,4.66,0.269,49.12365,160.1634,935.456,1,1,0
HAT-P-67,,6406,2.55,1.64,0.939,3.85,1.24,,36.91151,70.15816,371.686,2,1,0
HAT-P-69,,7394,1.93,1.65,1,4.11,1.27,,26.20648,222.7856,341.263,1,1,0
HAT-P-7,,6389,2,1.56,0.814,4.07,2.07,0.27,13.97529,80.03294,341.079,2,1,0
HAT-P-70,,8450,1.86,1.89,1.223,4.18,0.6,,-19.66112,189.9646,330.739,1,1,0
HAT-P-8,,6200,1.57,1.27,0.519,4.15,3.4,0.46,-21.38247,97.14463,211.553,3,1,0
HAT-P-9,,6350,1.34,1.28,0.418,4.29,1.6,0.755,21.44265,181.0866,455.203,1,1,0
HATS-1,,5870,1.04,0.99,0.041,,6,,36.81244,282.954,283.971,1,1,0
HATS-10,,5880,1.1,1.1,0.117,4.39,3.3,1.15,-19.62464,17.37913,534.889,1,1,0
HATS-11,G0,6563,1.54,1.33,0.403,4.19,7.7,0.479,-15.51145,15.35578,944.603,1,1,0
HATS-12,F,6357,1.17,1.16,0.863,4.36,2.36,0.269,-14.11661,18.1494,746.138,1,1,0
HATS-13,,5523,0.89,0.96,-0.18,4.52,2.5,1.93,-40.44356,20.64916,421.855,1,1,0
HATS-14,,5346,0.93,0.97,-0.193,4.48,4.9,1.682,-37.08327,20.03142,513.011,1,1,0
HATS-15,G9 V,5311,0.92,0.87,-0.204,4.45,11,1.57,-33.28164,26.56129,1139.55,1,1,0
HATS-16,G3 V,5738,1.24,0.97,0.173,4.24,9.5,0.72,-77.12339,16.62776,757.044,1,1,0
HATS-17,G V,5846,1.09,1.13,0.093,4.42,2.1,1.22,15.25562,302.464,400.331,1,1,0
HATS-18,G V,5600,1.02,1.04,-0.032,4.44,4.2,1.37,30.87452,283.6866,624.368,1,1,0
HATS-2,K,5227,0.9,0.88,-0.268,4.48,9.7,,37.92217,283.9641,341.925,1,1,0
HATS-22,K V,4803,0.69,0.76,-0.646,4.64,,3.28,30.52488,283.8874,229.518,1,1,0
HATS-23,G V,5780,1.2,1.12,0.155,4.33,4.2,0.91,-22.61862,346.885,639.004,1,1,0
HATS-24,F V,6125,1.12,1.07,0.19,4.37,3.7,1.059,-17.45559,331.7178,494.182,1,1,0
HATS-25,G,5715,1.11,0.99,0.068,4.35,7.5,1.03,37.05773,320.2526,471.158,1,1,0
HATS-26,F,6071,2.04,1.3,0.704,3.94,4.04,0.218,17.7843,259.7293,861.843,1,1,0
HATS-27,F,6438,1.74,1.42,0.669,4.11,2.3,0.379,16.28136,303.4281,816.988,1,1,0
HATS-28,G,5498,0.92,0.93,-0.157,4.48,6.2,1.67,-21.13138,347.4508,535.383,1,1,0
HATS-29,G,5670,1.07,1.03,0.029,4.39,5.5,1.17,-23.14194,341.6106,353.891,1,1,0
HATS-3,F,6351,1.4,1.21,0.456,4.22,3.2,0.62,-36.07188,21.29686,411.211,1,1,0
HATS-30,G,5943,1.06,1.09,0.097,4.42,2.3,1.29,-56.81173,309.5544,342.14,2,1,0
HATS-31,,6050,1.87,1.27,0.619,4,4.3,0.275,38.43229,301.5875,773.974,1,1,0
HATS-32,,5700,1.1,1.1,0.057,4.4,3.5,1.17,-64.93105,40.58733,745.116,1,1,0
HATS-33,,5659,1.02,1.06,-0.018,4.45,3,1.4,-28.5762,342.2872,248.46,1,1,0
HATS-34,,5380,0.98,0.95,-0.14,4.43,7.7,1.44,-53.76566,312.3547,508.842,1,1,0
HATS-35,,6300,1.43,1.32,0.465,4.24,2.13,0.628,-30.19921,332.9418,514.555,1,1,0
HATS-36,G0 V,5950,1.1,1.1,0.215,4.4,0.62,1.19,-17.59237,15.3568,856.436,1,1,0
HATS-37 A,,5326,0.88,0.84,-0.256,4.48,11.46,,39.43778,311.2159,211.896,2,1,0
HATS-38,,5732,1.1,0.89,0.072,4.3,11.89,,25.74439,264.1648,343.525,1,1,0
HATS-39,,6572,1.62,1.38,0.64,4.16,2.06,0.457,-5.709252,243.7506,878.521,1,1,0
HATS-4,G,5403,0.93,1,-0.187,4.51,2.1,,-17.44829,229.8247,416.459,1,1,0
HATS-40,,6460,2.26,1.56,0.903,3.92,2.07,0.189,-14.90956,239.1018,1342.29,1,1,0
HATS-41,,6424,1.71,1.5,0.653,4.14,1.34,0.42,-11.43574,237.6213,737.668,1,1,0
HATS-42,,6060,1.48,1.27,0.425,4.2,3.26,0.55,-10.30431,245.353,800.377,1,1,0
HATS-43,,5099,0.81,0.84,-0.398,4.54,8.6,2.18,-31.63297,234.2476,362.273,1,1,0
HATS-44,,5080,0.85,0.86,-0.398,4.51,9.7,1.98,-27.62675,232.0002,446.035,1,1,0
HATS-45,,6450,1.31,1.27,0.425,4.3,1.52,0.79,-10.52263,232.2792,772.11,1,1,0
HATS-46,,5495,0.85,0.92,-0.23,4.54,3,2.1,-60.47934,309.8656,453.808,1,1,0
HATS-47,,4512,0.66,0.67,-0.796,4.63,8.1,3.36,-23.20562,347.5146,300.67,1,1,0
HATS-48 A,,4546,0.72,0.73,-0.709,4.59,11.97,2.804,-26.03034,337.0298,263.609,2,1,0
HATS-49,,4405,0.7,0.71,-0.785,4.6,10.5,2.961,-60.44205,309.9529,324.413,1,1,0
HATS-5,G,5304,0.87,0.94,-0.268,4.53,3.6,,-40.50454,218.873,246.384,1,1,0
HATS-50,,5990,1.12,1.17,0.143,4.41,1.2,1.19,-26.21478,15.57748,756.742,1,1,0
HATS-51,,5758,1.44,1.19,0.31,4.2,4.74,0.56,-12.80513,239.2408,389.57,1,1,0
HATS-52,,6010,1.05,1.11,0.068,4.45,1.2,1.37,12.91685,258.6461,555.134,1,1,0
HATS-53,,5644,1.1,0.96,0.045,4.34,9,1.027,27.09915,287.8186,585.77,1,1,0
HATS-54,,5702,1.32,1.1,0.212,4.24,6.6,0.678,17.83247,308.7308,748.585,1,1,0
HATS-55,,6214,1.13,1.2,0.229,4.41,0.4,1.179,-5.650783,247.0021,609.838,1,1,0
HATS-56,,6536,2.2,1.57,0.898,3.95,1.894,0.2079,16.16542,293.7534,564.409,1,1,0
HATS-57,,5587,0.96,1.03,-0.094,4.48,2.5,1.633,-45.29938,213.1511,279.485,1,1,0
HATS-58 A,,7175,1.43,1.46,0.689,4.29,0.31,0.702,13.69998,298.834,403.591,2,1,0
HATS-59,,5670,1.04,1.04,-0.004,4.42,4.3,1.31,35.90176,276.9894,642.884,1,2,0
HATS-6,M1 V,3724,0.57,0.57,-1.25,4.68,8.1,4.36,-21.24573,224.1135,169.318,1,1,0
HATS-60,,5688,1.46,1.1,0.3,4.15,7.55,0.496,-58.32066,48.99979,486.474,1,1,0
HATS-61,,5542,1.66,1.08,0.369,4.03,8.9,0.33,-46.47074,222.0887,679.761,1,1,0
HATS-62,,5416,0.93,0.9,-0.173,4.45,9.55,1.556,-36.02852,21.44254,523.067,1,1,0
HATS-63,,5627,1.07,0.93,0.012,4.35,10.3,1.071,-42.08895,227.5667,623.232,1,1,0
HATS-64,,6554,2.11,1.56,0.867,3.98,1.861,0.234,16.52292,260.1929,1080.15,1,1,0
HATS-65,,6277,1.31,1.26,0.377,4.3,1.78,0.788,-20.13799,12.40759,493.32,2,1,0
HATS-66,,6626,1.84,1.41,0.767,4.06,2.17,0.318,-15.84806,243.3095,1477.98,1,1,0
HATS-67,,6594,1.44,1.44,0.547,4.28,0.51,0.677,15.84164,293.8556,960.109,1,1,0
HATS-68,,6147,1.75,1.35,0.592,4.08,3.02,0.356,-58.18842,300.829,603.955,1,1,0
HATS-69,,5137,0.88,0.89,-0.318,4.5,8,1.854,-26.54741,335.6406,414.537,1,1,0
HATS-7,K2,4985,0.81,0.85,-0.434,4.54,7.8,2.22,39.24443,322.3074,240.707,1,1,0
HATS-70,,7930,1.88,1.78,1.079,4.17,0.81,,-8.843838,243.6024,1458.83,1,1,0
HATS-72,,4656.1,0.72,0.73,-0.659,4.59,12.17,2.743,-57.1711,43.77781,127.589,1,1,0
HATS-8,,5679,1.09,1.06,0.044,4.39,5.1,1.15,-21.46175,14.08383,794.637,1,1,0
HATS-9,,5599,1.56,1.1,0.312,4.1,10.8,0.451,-15.8283,18.01761,638.7,1,1,0
HD 100546,B9 Vne,10500,,2.4,1.5,,0.005,,-8.323728,296.3672,109.677,1,1,0
HD 100655,G9 III,4891,10.06,2.28,1.633,2.79,,,71.31916,229.7988,137.178,2,1,0
HD 100777,,5533,1.04,0.83,0.021,4.32,2,,53.25707,270.2853,49.5336,1,1,0
HD 10180,G1 V,5911,1.11,1.06,0.173,4.39,4.3,,-55.69401,292.8054,38.9607,1,6,0
HD 101930,K1 V,5108,0.86,0.57,-0.31,4.33,,,3.683259,294.0103,30.0274,2,1,0
HD 102117,G6 V,5655,1.23,1.06,0.157,4.29,10,0.74131,3.055315,294.3604,39.5792,1,1,0
HD 102195,K0 V,5301,0.82,0.76,-0.334,4.49,2.4,,61.05002,267.2181,29.3386,1,1,0
HD 102272,K0,4790,10.3,1.45,1.7,2.58,,,70.02217,250.2937,347.097,1,1,0
HD 102329,,4745,9.82,3.21,1.292,2.96,1.6,,61.74662,266.9837,217.107,1,2,0
HD 102365,,5630,,0.85,,4.57,9,,20.71003,289.7991,9.2894,2,1,0
HD 102843,K0 V,5436,,0.95,,,,,58.03658,273.1,62.758,1,1,0
HD 102956,,4985,4.55,1.66,1.064,3.38,2.3,,57.69913,137.9724,121.89,2,1,0
HD 103197,,5250,0.88,0.8,-0.328,4.45,9.1,,11.49762,293.4485,57.1463,1,1,0
HD 103720,K3 V,5017,0.73,0.79,-0.516,4.43,3.8,,57.30813,276.9814,45.5352,1,1,0
HD 103774,F5 V,6489,,1.33,0.544,4.26,1.05,,48.59442,282.5474,56.4089,2,1,0
HD 103949,K3 V,4792,,0.77,,,,,37.35547,287.5794,26.4997,1,1,0
HD 104067,K2 V,4937,0.74,0.62,-0.532,4.49,4.33,,40.85998,286.6544,20.3632,1,1,0
HD 10442,K0 IV,4912,1.97,1.01,0.31,3.19,10.65,,-57.78266,147.0801,135.374,1,1,0
HD 104985,G9 III,4877,11,2.3,1.778,2.85,,,39.91701,126.3215,100.576,1,1,0
HD 106252,G0,5874,1.1,1.01,0.128,4.36,4.19,1.0698,70.71319,273.5027,38.185,1,1,0
HD 106270,,5509,2.66,1.39,0.756,3.72,4.3,,52.2287,287.5957,93.808,1,1,0
HD 106315,F5 V,6327,1.3,1.09,0.395,4.25,4.48,0.97706,61.0353,283.2504,109.353,1,2,0
HD 10647,F9 V,6218,1.1,1.11,0.149,4.62,1.4,,-61.76941,286.8974,17.3357,1,1,0
HD 106515 A,G5,5362,1.62,0.97,0.09,4.41,11.7,1.66,54.5071,287.2858,34.0915,2,1,0
HD 106906,F5 V,6516,2.12,1.5,0.75,3.9,0.013,0.19434,6.58889,298.2189,103.029,1,1,0
HD 10697,G5 IV,5600,1.79,1.13,0.477,3.96,,0.22439,-41.04337,139.6714,33.1205,1,1,0
HD 107148,,5797,,1.12,,4.45,,,58.57539,287.3718,49.4156,2,1,0
HD 108147,,6255.73,1.21,1.22,0.303,4.36,,0.97901,-1.290298,300.1253,38.92,1,1,0
HD 108341,K2 V,5122,0.79,0.84,-0.412,4.45,4.9,,-8.640599,301.0085,48.9102,2,1,0
HD 108863,,4878,5.74,1.59,1.225,3.07,1.8,,82.93998,258.9854,164.742,1,1,0
HD 108874,G5,5600,1.05,1.1,-0.001,4.44,,1.06371,83.62462,253.5708,59.5175,1,2,0
HD 109246,G0 V,5844,1.07,1.2,0.081,4.46,,,42.57293,124.6839,67.8349,1,1,0
HD 109271,G5 V,5783,,1.05,0.301,4.28,7.3,,51.00873,295.9768,55.8716,1,2,0
HD 109749,G3 V,5824,1.22,1.13,0.19,4.31,3.3,,21.98014,300.0422,63.0821,2,1,0
HD 110014,K2 III,4445,20.9,2.17,2.19,2.1,0.95,,54.75221,297.6971,100.758,1,1,0
HD 111232,G5 V,5512,0.9,0.84,-0.161,4.45,5.2,,-5.554594,302.6941,28.9571,1,1,0
HD 111591,,4884,8.03,1.94,1.581,3.1,1.41,,85.72722,299.3751,114.166,1,1,0
HD 111998,F5 V,6557,1.45,1.18,0.545,4.19,1.9,,59.31575,303.7867,33.2237,1,1,0
HD 113337,F6 V,6576.6,1.5,1.4,0.632,4.21,0.15,,53.47923,121.0008,36.18,1,1,0
HD 113538,K9 V,4462,0.53,0.58,-1.046,3.79,4.3,,10.37385,305.0257,16.2817,1,2,0
HD 113996,,4181,25.11,1.49,2.464,1.86,3.24,,86.47057,41.92016,116.334,2,1,0
HD 114386,,4836,0.76,0.6,-0.54,4.45,,,27.65112,307.3731,27.9243,1,1,0
HD 114613,G4 IV,5641,2.14,1.27,0.622,3.87,,,24.88903,307.4195,20.2836,1,1,0
HD 114729,G0 V,5844,1.47,0.94,0.359,4.05,10.116,,30.78063,308.1952,37.8063,2,1,0
HD 114762,,5869,1.2,0.8,0.188,4.18,,,79.24679,330.6589,40.1949,2,1,0
HD 114783,K0,5135,0.84,0.85,-0.372,4.52,,2.02586,60.16208,313.6693,21.0628,1,2,0
HD 11506,G0 V,6030,1.34,1.24,0.33,4.43,2.3,0.6413,-73.99461,187.7571,51.261,1,2,0
HD 116029,,4819,4.89,0.83,1.053,2.98,2.7,,82.97726,13.88543,123.245,2,2,0
HD 117207,G8 IV/V,5732,1.07,1.05,0.051,4.37,4.192,,26.66531,311.5525,32.3547,1,1,0
HD 11755,G5,4312,20.58,0.72,2.12,1.67,10.2,,10.92611,127.8401,235.045,1,1,0
HD 117618,G2 V,5990,1.2,1.08,0.213,4.41,5.6,0.93343,15.0282,310.1115,37.7781,1,1,0
HD 118203,K0,5864,2.06,1.84,0.656,4.08,4.6,,62.26143,109.3443,92.2589,1,1,0
HD 11964,,5303,2.01,0.91,0.459,3.79,,0.15806,-67.09044,168.5776,33.5369,2,2,0
HD 11977,,4970,10.09,1.91,1.75,2.9,1.2,,-48.35548,293.9255,67.9331,1,1,0
HD 120084,G7 III,4892,9.12,2.39,1.64,2.71,,,38.72689,119.5639,103.044,1,1,0
HD 121504,,6027,1.07,1.62,0.19,4.59,1.2,,5.657,312.0853,41.6592,1,1,0
HD 12484,F8,5920,,1.01,,4.65,,,-55.50623,155.4614,48.3367,1,1,0
HD 125390,G7 V,4850,6.47,1.36,1.32,3.13,,,68.40097,71.64746,153.647,1,1,0
HD 125595,K4 V,4691,0.74,0.29,-0.621,4.17,3.53,,19.31659,320.9112,28.1989,1,1,0
HD 125612,G3 V,5841,1.05,1.11,0.06,4.45,1.77,,40.39553,331.39,57.6207,2,3,0
HD 12648,G5,4835,11.02,0.67,1.78,2.18,4.5,,23.16137,124.6596,182.192,1,1,0
